"delegate","delegate-matched","type","state","party","value","pac","committee-id","committee","title","rank","score"
"Upton, Fred","Fred Upton","Representative","MI","R",5000,"T-Mobile USA","HSIF14","Health","Ex Officio",18,2036
"Upton, Fred","Fred Upton","Representative","MI","R",5000,"T-Mobile USA","HSIF16","Communications and Technology","Ex Officio",18,2036
"Upton, Fred","Fred Upton","Representative","MI","R",5000,"T-Mobile USA","HSIF17","Commerce, Manufacturing, and Trade","Ex Officio",12,2036
"Upton, Fred","Fred Upton","Representative","MI","R",5000,"T-Mobile USA","HSIF18","Environment and the Economy","Ex Officio",13,2036
"Van Hollen, Chris","Chris Van Hollen","Representative","MD","D",1000,"T-Mobile USA","HSBU","House Committee on the Budget","Ranking Member",1,131054
"Walden, Greg","Greg Walden","Representative","OR","R",5000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",6,4083
"Walden, Greg","Greg Walden","Representative","OR","R",5000,"T-Mobile USA","HSIF16","Communications and Technology","Chair",1,4083
"Waters, Maxine","Maxine Waters","Representative","CA","D",3000,"T-Mobile USA","HSBA","House Committee on Financial Services","Ranking Member",1,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D",3000,"T-Mobile USA","HSBA04","Housing and Insurance","Ex Officio",10,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D",3000,"T-Mobile USA","HSBA09","Oversight and Investigations","Ex Officio",10,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D",3000,"T-Mobile USA","HSBA15","Financial Institutions and Consumer Credit","Ex Officio",14,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D",3000,"T-Mobile USA","HSBA16","Capital Markets and Government Sponsored Enterprises","Ex Officio",14,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D",3000,"T-Mobile USA","HSBA20","Monetary Policy and Trade","Ex Officio",10,16369
"Welch, Peter","Peter Welch","Representative","VT","D",2000,"T-Mobile USA","HSGO","House Committee on Oversight and Government Reform","Member",17,4083
"Welch, Peter","Peter Welch","Representative","VT","D",2000,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",15,4083
"Welch, Peter","Peter Welch","Representative","VT","D",2000,"T-Mobile USA","HSIF02","Oversight and Investigations","Member",9,4083
"Welch, Peter","Peter Welch","Representative","VT","D",2000,"T-Mobile USA","HSIF03","Energy and Power","Member",10,4083
"Welch, Peter","Peter Welch","Representative","VT","D",2000,"T-Mobile USA","HSIF16","Communications and Technology","Member",3,4083
"Welch, Peter","Peter Welch","Representative","VT","D",2000,"T-Mobile USA","HSIF17","Commerce, Manufacturing, and Trade","Member",7,4083
"Whitfield, Ed","Ed Whitfield","Representative","KY","R",4500,"T-Mobile USA","HSIF","House Committee on Energy and Commerce","Member",3,8178
"Whitfield, Ed","Ed Whitfield","Representative","KY","R",4500,"T-Mobile USA","HSIF03","Energy and Power","Chair",1,8178
"Whitfield, Ed","Ed Whitfield","Representative","KY","R",4500,"T-Mobile USA","HSIF14","Health","Member",3,8178
"Whitfield, Ed","Ed Whitfield","Representative","KY","R",4500,"T-Mobile USA","HSIF18","Environment and the Economy","Member",3,8178
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSAP","Senate Committee on Appropriations","Member",4,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSAP02","Department of Defense","Member",4,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",2,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",2,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",5,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSAP22","Energy and Water Development","Chairman",1,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",3,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSEG","Senate Committee on Energy and Natural Resources","Member",11,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSEG01","Energy","Member",7,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSEG03","Public Lands, Forests, and Mining","Member",10,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSEG04","National Parks","Member",4,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Chairman",1,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSHR09","Children and Families","Ex Officio",8,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSHR11","Employment and Workplace Safety","Ex Officio",7,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSHR12","Primary Health and Retirement Security","Ex Officio",10,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",3000,"T-Mobile USA","SSRA","Senate Committee on Rules and Administration","Member",2,65519
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSAS","Senate Committee on Armed Services","Member",5,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSAS13","SeaPower","Member",3,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSAS15","Readiness and Management Support","Chairman",1,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSAS20","Emerging Threats and Capabilities","Member",2,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSBU","Senate Committee on the Budget","Member",9,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",5,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSCM01","Aviation Operations, Safety, and Security","Chairman",1,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Member",3,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",4,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSCM26","Communications, Technology, Innovation, and the Internet","Member",4,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",6,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSGA01","Permanent Subcommittee on Investigations","Member",5,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSGA18","Federal Spending Oversight and Emergency Management","Member",4,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R",2000,"T-Mobile USA","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",9,8178
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SPAG","Senate Special Committee on Aging","Member",6,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSAS","Senate Committee on Armed Services","Member",7,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSAS13","SeaPower","Member",4,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSAS14","Airland","Member",4,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSAS17","Personnel","Member",3,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",5,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSCM01","Aviation Operations, Safety, and Security","Member",3,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Ranking Member",1,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Member",3,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",5,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSCM26","Communications, Technology, Innovation, and the Internet","Member",5,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSJU","Senate Committee on the Judiciary","Member",9,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSJU01","Antitrust, Competition Policy and Consumer Rights","Member",4,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSJU04","Immigration and the National Interest","Member",7,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Member",7,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D",2000,"T-Mobile USA","SSVA","Senate Committee on Veterans' Affairs","Ranking Member",1,524268
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","JSLC","Joint Committee on the Library","Chairman",1,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","JSPR","Joint Committee on Printing","Vice Chairman",1,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SLIN","Senate Select Committee on Intelligence","Member",6,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSAP","Senate Committee on Appropriations","Member",9,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",2,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSAP02","Department of Defense","Member",8,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",4,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Chairman",1,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSAP20","State, Foreign Operations, and Related Programs","Member",4,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",5,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",3,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSCM01","Aviation Operations, Safety, and Security","Member",3,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",2,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",3,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSCM26","Communications, Technology, Innovation, and the Internet","Member",2,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",3500,"T-Mobile USA","SSRA","Senate Committee on Rules and Administration","Chairman",1,1013
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",8,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSCM01","Aviation Operations, Safety, and Security","Member",6,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",5,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Ranking Member",1,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSCM24","Space, Science, and Competitiveness","Member",3,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Ranking Member",1,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSCM26","Communications, Technology, Innovation, and the Internet","Member",7,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSEV","Senate Committee on Environment and Public Works","Member",8,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSEV09","Superfund, Waste Management, and Regulatory Oversight","Member",4,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSEV15","Fisheries, Water, and Wildlife","Member",6,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",6,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSGA18","Federal Spending Oversight and Emergency Management","Member",3,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSGA19","Regulatory Affairs and Federal Management","Member",3,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2500,"T-Mobile USA","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",6,177
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAF13","Commodities, Risk Management and Trade","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAF14","Conservation, Forestry and Natural Resources","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAF15","Rural Development and Energy","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP","Senate Committee on Appropriations","Chairman",1,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",3,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP02","Department of Defense","Chairman",1,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP08","Legislative Branch","Ex Officio",4,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP14","Department of Homeland Security","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP16","Commerce, Justice, Science, and Related Agencies","Ex Officio",10,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",3,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",4,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Ex Officio",9,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP20","State, Foreign Operations, and Related Programs","Ex Officio",9,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",5000,"T-Mobile USA","SSAP22","Energy and Water Development","Member",2,8178
